order_id,timestamp,menu_category,order_price,delivery_distance_km,wait_time_minutes,rating,review_text,promo_applied,complaint_level,order_status,sentiment
ORD-2024-001819,2024-02-19 14:30:37,Martabak,34000,0.50,23,5.0,Driver ramah,True,high,completed,positive
ORD-2024-001821,2024-02-18 19:03:58,Ayam,72000,0.51,7,5.0,Driver ramah,False,none,refund,positive
ORD-2024-001822,2024-02-17 07:43:38,Ayam,50000,3.07,21,5.0,Buruan order!11,False,none,refund,positive
ORD-2024-001823,2024-02-28 13:51:29,Martabak,30500,1.53,7,4.0,Nggg enak 😋,False,none,completed,positive
ORD-2024-001824,05/02/2024 16:45,Martabak,42000,5.24,27,4.0,Buruan order!11,False,low,completed,positive
ORD-2024-001826,12/01/2024 17:46,Kopi,13500,0.66,25,5.0,Wow enak bgt,False,none,completed,positive
ORD-2024-001828,2024-03-04 00:27:43,Mie,34500,2.96,21,5.0,Enak bgttt,False,none,completed,positive
ORD-2024-001831,2024-01-01 22:34:47,Mie,43500,8.64,30,5.0,Wow enak bgt,False,none,completed,positive
ORD-2024-001832,2024-03-25 16:43:38,Martabak,26500,1.25,13,5.0,Makanan hangat sampai,True,low,completed,positive
ORD-2024-001833,2024-02-27 21:59:56,Kopi,24500,3.75,33,5.0,Makanan hangat sampai,True,none,completed,positive
ORD-2024-001834,2024-01-29 13:53:08,Martabak,28000,2.23,19,4.0,Sesuai pesanan,True,low,completed,positive
ORD-2024-001835,07/01/2024 20:10,Mie,16500,0.76,21,4.0,Sesuai pesanan,False,none,completed,positive
ORD-2024-001836,13/02/2024 07:53,Martabak,500,,33,4.0,Sesuai pesanan,True,none,completed,positive
ORD-2024-001837,2024-01-16 14:18:16,Ayam,46500,5.12,29,5.0,Wow enak bgt,False,none,completed,positive
ORD-2024-001838,21/03/2024 18:59,Ayam,64500,1.51,16,5.0,Cepat sampai,False,none,completed,positive
ORD-2024-001839,23/03/2024 17:59,Mie,30500,2.66,23,5.0,Mantap gan!,False,none,completed,positive
ORD-2024-001841,2024-02-15 13:56:46,Kopi,1781500,3.51,21,5.0,Puas bgt,False,none,completed,positive
ORD-2024-001843,2024-03-06 13:07:58,Kopi,14500,5.58,35,4.0,Driver ramah,True,none,completed,positive
ORD-2024-001845,2024-02-08 18:34:51,Mie,19500,0.50,13,5.0,Enak bgttt,False,high,completed,positive
ORD-2024-001846,2024-02-26 14:10:08,Ayam,73000,0.94,5,1.0,Gajadi orderan,False,high,completed,negative
ORD-2024-001847,2024-02-25 12:07:12,Ayam,41000,0.64,5,5.0,Rekomendasi deh,True,none,completed,positive
ORD-2024-001848,2024-01-18 19:57:02,Ayam,70500,2.13,25,3.0,OK,False,none,completed,neutral
ORD-2024-001849,2024-01-26 21:17:07,Mie,24500,0.68,22,1.0,Makanannya dingin,True,low,cancelled,negative
ORD-2024-001851,21/02/2024 20:08,Ayam,43000,0.83,15,5.0,Akan order lg nih,False,none,completed,positive
ORD-2024-001852,2024-01-03 13:32:00,Mie,19000,3.68,20,3.0,OK,False,low,completed,neutral
ORD-2024-001854,2024-02-25 19:31:05,Mie,18500,12.86,77,2.0,Makanannya dingin,False,high,completed,negative
ORD-2024-001855,2024-02-01 21:11:15,Mie,23500,25.00,112,5.0,Makanan hangat sampai,False,none,completed,positive
ORD-2024-001856,15/01/2024 22:15,Ayam,55000,6.11,28,5.0,Puas bgt,False,low,completed,positive
ORD-2024-001857,2024-01-26 17:44:46,Martabak,37500,4.28,26,5.0,Puas bgt,False,none,completed,positive
ORD-2024-001860,2024-03-19 11:24:26,Martabak,19000,9.42,41,4.0,Akan order lg nih,True,none,completed,positive
ORD-2024-001862,2024-01-08 17:19:07,Martabak,40500,2.32,11,4.0,Makasih ya,True,none,completed,positive
ORD-2024-001863,2024-02-05 22:26:15,Ayam,72500,0.74,10,5.0,Makanan hangat sampai,True,none,completed,positive
ORD-2024-001864,2024-01-07 11:03:42,Kopi,19500,2.45,10,4.0,Enak bgt,True,none,cancelled,positive
ORD-2024-001865,2024-01-28 13:58:38,Mie,30500,,26,4.0,Sesuai pesanan,False,none,completed,positive
ORD-2024-001866,2024-01-24 14:23:21,Mie,38000,2.57,9,4.0,Cepat sampai,False,none,cancelled,positive
ORD-2024-001868,2024-02-12 19:47:49,Ayam,62500,9.66,57,2.0,Lama org kerjanyaa,True,high,completed,negative
ORD-2024-001869,2024-03-18 19:13:37,Ayam,46000,2.41,18,4.0,Makasih ya,False,none,completed,positive
ORD-2024-001870,14/01/2024 11:02,Martabak,20000,5.62,26,5.0,Wow enak bgt,False,none,completed,positive
ORD-2024-001871,24/03/2024 06:45,Mie,21000,1.16,17,1.0,Driver gak ramah,False,high,completed,negative
ORD-2024-001872,2024-01-10 19:21:19,Ayam,51500,1.73,34,5.0,Driver ramah,False,none,completed,positive
ORD-2024-001874,2024-03-11 17:22:57,Mie,39500,0.98,15,4.0,Puas bgt,False,none,completed,positive
ORD-2024-001875,2024-03-21 13:04:30,Martabak,30500,1.43,9,5.0,Enak bgt!!!,False,low,completed,positive
ORD-2024-001876,2024-03-05 05:38:17,Kopi,21500,2.74,16,5.0,Puas bgt,False,none,completed,positive
ORD-2024-001878,20/02/2024 21:55,Kopi,15000,3.04,18,3.0,Gapapa,True,high,cancelled,neutral
ORD-2024-001879,2024-01-22 21:24:35,Ayam,29000,1.30,21,5.0,Mantap gan!,False,none,completed,positive
ORD-2024-001880,2024-02-21 18:11:00,Kopi,13500,1.14,13,3.0,Biasa saja,False,none,completed,neutral
ORD-2024-001882,28/02/2024 21:16,Mie,26000,0.50,13,5.0,Akan order lg nih,False,none,completed,positive
ORD-2024-001883,2024-02-07 17:07:10,Martabak,37000,0.88,13,4.0,Sesuai pesanan,False,none,completed,positive
ORD-2024-001884,09/03/2024 11:40,Martabak,31500,0.50,21,5.0,Wow enak bgt,True,none,completed,positive
ORD-2024-001885,2024-02-05 08:55:50,Ayam,45500,,5,4.0,Akan order lg nih,True,none,completed,positive
ORD-2024-001886,2024-02-01 06:34:07,Kopi,25500,0.84,17,5.0,Mantap gan!,False,none,completed,positive
ORD-2024-001887,14/02/2024 19:20,Ayam,50000,0.50,13,4.0,Rekomendasi deh,False,none,completed,positive
ORD-2024-001888,2024-03-11 12:26:57,Ayam,71000,0.84,19,4.0,Rekomendasi deh,False,none,completed,positive
ORD-2024-001889,11/02/2024 20:52,Martabak,27000,3.19,10,4.0,Enak bgt!!!!,False,none,completed,positive
ORD-2024-001890,29/01/2024 08:11,Mie,31000,0.50,19,4.0,Enak bgt!!!,False,low,completed,positive
ORD-2024-001891,2024-03-09 18:06:46,Ayam,67000,1.72,23,4.0,Buruan order!!!11,False,none,completed,positive
ORD-2024-001893,2024-03-11 14:14:20,Mie,9500,4.70,21,5.0,Makanan hangat sampai,False,none,completed,positive
ORD-2024-001894,2024-03-15 20:09:28,Ayam,52000,1.09,10,5.0,Mantap gan!,True,none,completed,positive
ORD-2024-001895,2024-02-25 20:05:31,Kopi,21500,7.76,23,4.0,Nggg enak 😋,False,low,completed,positive
ORD-2024-001896,2024-01-24 05:12:36,Martabak,34000,1.20,7,5.0,Mantap gan!,False,none,completed,positive
ORD-2024-001898,2024-02-20 06:04:09,Ayam,22500,15.38,58,4.0,Akan order lg nih,False,low,completed,positive
ORD-2024-001899,2024-02-01 20:06:46,Kopi,13500,6.12,27,5.0,Top bgt kualitasnya,False,none,completed,positive
ORD-2024-001900,2024-01-02 20:24:01,Martabak,33000,1.88,20,4.0,Top bgt kualitasnya,False,low,refund,positive
ORD-2024-001901,2024-01-02 20:59:02,Kopi,18000,3.29,23,4.0,Puas bgt,True,none,completed,positive
ORD-2024-001902,11/01/2024 11:50,Ayam,72000,,6,4.0,Wow enak bgt,False,none,completed,positive
ORD-2024-001903,2024-01-14 19:54:45,Martabak,29000,0.65,5,5.0,Akan order lg nih,True,none,completed,positive
ORD-2024-001904,18/01/2024 21:57,Ayam,58500,0.67,25,4.0,Sesuai pesanan,False,none,completed,positive
ORD-2024-001905,2024-02-09 12:15:03,Martabak,30000,1.90,26,5.0,Makasih ya,False,none,completed,positive
ORD-2024-001907,10/03/2024 14:09,Mie,10000,0.50,13,4.0,Makanan hangat sampai,False,none,completed,positive
ORD-2024-001909,29/01/2024 21:24,Ayam,54500,0.50,24,4.0,Nggg enak 😋,True,none,completed,positive
ORD-2024-001910,15/01/2024 17:14,Ayam,41000,1.95,23,3.0,Standar lah,False,high,refund,neutral
ORD-2024-001911,2024-02-06 21:21:07,Ayam,24500,3.05,12,4.0,Makanan hangat sampai,False,none,completed,positive
ORD-2024-001912,2024-01-11 19:09:11,Mie,30500,3.48,26,5.0,Wow enak bgt,True,none,completed,positive
ORD-2024-001913,2024-02-12 20:09:57,Mie,24000,0.50,13,5.0,Makasih ya,True,none,completed,positive
ORD-2024-001914,2024-02-08 19:22:56,Kopi,19000,1.63,17,4.0,Akan order lg nih,False,low,completed,positive
ORD-2024-001915,2024-03-04 08:51:58,Kopi,24500,2.63,14,5.0,Buruan order!11,True,none,completed,positive
ORD-2024-001916,2024-01-10 04:49:41,Martabak,14000,0.50,12,5.0,Akan order lg nih,True,none,completed,positive
ORD-2024-001919,2024-01-17 14:22:20,Kopi,22500,2.21,8,4.0,Driver ramah,False,high,cancelled,positive
ORD-2024-001920,2024-03-02 13:38:50,Kopi,9500,0.53,5,4.0,Nggg enak 😋,False,none,completed,positive
ORD-2024-001921,2024-01-18 20:58:15,Martabak,44500,2.30,24,5.0,Makanan hangat sampai,False,none,completed,positive
ORD-2024-001922,2024-03-11 21:31:34,Ayam,54000,7.31,43,4.0,Sesuai pesanan,False,none,completed,positive
ORD-2024-001923,2024-01-30 21:45:26,Martabak,29500,0.50,28,5.0,Wow enak bgt,True,low,completed,positive
ORD-2024-001924,2024-03-29 07:44:05,Kopi,15500,3.09,17,4.0,Driver ramah,True,none,completed,positive
ORD-2024-001925,2024-01-01 11:23:35,Martabak,26500,0.50,21,4.0,Mantap gan!,True,none,completed,positive
ORD-2024-001926,2024-01-18 01:58:22,Ayam,69000,,12,2.0,Buruk skli layanannya,True,high,cancelled,negative
ORD-2024-001927,2024-01-18 12:53:54,Kopi,12000,0.50,17,4.0,Cepat sampai,False,none,completed,positive
ORD-2024-001928,2024-02-23 12:03:47,Kopi,18000,1.65,26,4.0,Makanan hangat sampai,False,none,completed,positive
ORD-2024-001929,2024-03-30 12:46:01,Martabak,27000,4.86,35,4.0,Akan order lg nih,False,none,completed,positive
ORD-2024-001930,2024-02-24 17:42:37,Ayam,38500,0.99,17,5.0,Enak bgt,False,none,completed,positive
ORD-2024-001931,2024-03-17 00:09:23,Kopi,27500,2.95,14,4.0,Top bgt kualitasnya,False,low,completed,positive
ORD-2024-001932,2024-02-01 14:09:48,Kopi,18500,1.59,20,5.0,Puas bgt,False,none,completed,positive
ORD-2024-001933,2024-01-18 22:19:30,Kopi,19000,0.80,23,5.0,Akan order lg nih,True,none,completed,positive
ORD-2024-001934,2024-02-13 17:18:07,Martabak,38500,2.17,21,5.0,Makasih ya,False,none,completed,positive
ORD-2024-001935,2024-03-23 12:32:10,Martabak,19500,,25,5.0,Top bgt kualitasnya,False,none,completed,positive
ORD-2024-001936,24/02/2024 14:35,Mie,38500,5.36,39,1.0,Narik duit banyak😡,True,high,completed,negative
ORD-2024-001937,2024-03-14 18:27:59,Ayam,9500,5.62,19,3.0,Lumayan,True,none,completed,neutral
ORD-2024-001938,2024-01-12 18:47:13,Mie,20500,1.24,13,5.0,Buruan order!11,True,high,completed,positive
ORD-2024-001939,08/01/2024 12:52,Kopi,14500,4.73,20,4.0,Wow enak bgt,False,high,completed,positive
ORD-2024-001940,2024-03-18 22:29:30,Ayam,61000,0.72,11,5.0,Rekomendasi deh,True,none,completed,positive
ORD-2024-001941,23/03/2024 20:10,Ayam,55000,4.02,38,4.0,Enak bgt!!,False,none,completed,positive
ORD-2024-001943,2024-03-18 10:01:15,Martabak,30000,0.50,5,5.0,Akan order lg nih,False,none,completed,positive
ORD-2024-001944,2024-03-10 12:38:00,Martabak,22500,1.74,12,4.0,Top bgt kualitasnya,False,none,refund,positive
ORD-2024-001945,2024-02-09 12:40:59,Martabak,19000,3.13,9,4.0,Buruan order!11,False,none,completed,positive
ORD-2024-001946,2024-02-04 11:36:50,Kopi,19500,3.63,35,5.0,Wow enak bgt,False,none,completed,positive
ORD-2024-001947,2024-01-07 13:00:22,Kopi,19500,0.58,9,2.0,Ayamnya keras,False,high,completed,negative
ORD-2024-001948,2024-02-20 19:48:25,Ayam,78000,10.75,51,3.0,Gapapa,False,low,completed,neutral
ORD-2024-001949,17/01/2024 03:21,Ayam,38500,2.87,20,4.0,Nggg enak 😋,False,none,completed,positive
ORD-2024-001950,2024-03-05 12:01:37,Kopi,19500,0.54,16,4.0,Makasih ya,False,none,completed,positive
ORD-2024-001951,2024-03-02 17:18:10,Ayam,46500,0.50,5,4.0,Puas bgt,True,none,completed,positive
ORD-2024-001952,29/02/2024 11:45,Ayam,71500,4.59,32,3.0,Yaudah minum teh,False,high,completed,neutral
ORD-2024-001954,2024-03-18 10:28:50,Martabak,31500,0.50,18,5.0,Cepat sampai,True,none,completed,positive
ORD-2024-001955,2024-02-07 20:02:57,Mie,23500,2.57,23,5.0,Puas bgt,True,none,completed,positive
ORD-2024-001957,2024-01-20 20:06:51,Martabak,35000,3.48,18,3.0,Gapapa,False,low,completed,neutral
ORD-2024-001958,2024-02-09 17:31:06,Kopi,13500,1.50,7,1.0,Paket berantakan,False,high,completed,negative
ORD-2024-001959,2024-01-22 05:04:17,Martabak,20000,4.46,31,5.0,Buruan order!11,False,none,completed,positive
ORD-2024-001960,2024-02-15 12:45:49,Martabak,28000,10.99,57,4.0,Makanan hangat sampai,True,high,cancelled,positive
ORD-2024-001961,2024-03-01 14:41:59,Ayam,77000,0.95,18,4.0,Wow enak bgt,False,low,completed,positive
ORD-2024-001962,16/01/2024 15:02,Kopi,21500,3.64,23,4.0,Buruan order!11,True,none,completed,positive
ORD-2024-001963,2024-02-21 21:58:43,Mie,18000,7.91,45,3.0,Lumayan,False,none,completed,neutral
ORD-2024-001965,22/02/2024 19:56,Kopi,22000,3.43,35,5.0,Rekomendasi deh,True,none,completed,positive
ORD-2024-001966,2024-01-06 17:47:50,Kopi,11500,0.76,13,4.0,Makanan hangat sampai,False,none,completed,positive
ORD-2024-001969,12/01/2024 14:41,Ayam,78500,3.61,5,1.0,Kecewa bgt,False,high,cancelled,negative
ORD-2024-001970,29/02/2024 12:46,Ayam,38500,,80,3.0,Standar lah,False,low,completed,neutral
ORD-2024-001971,2024-02-20 06:25:21,Ayam,4810500,0.50,5,5.0,Top bgt kualitasnya,False,none,completed,positive
ORD-2024-001972,2024-02-13 15:13:44,Mie,23000,0.50,12,3.0,Gapapa,False,low,completed,neutral
ORD-2024-001973,15/01/2024 11:34,Ayam,4532000,0.50,6,5.0,Makasih ya,False,none,completed,positive
ORD-2024-001974,19/01/2024 19:36,Kopi,20000,4.08,23,4.0,Mantap gan!,False,none,completed,positive
ORD-2024-001975,18/02/2024 13:50,Ayam,14500,,10,3.0,Standar lah,True,none,completed,neutral
ORD-2024-001977,2024-02-02 17:09:04,Ayam,55500,1.18,14,5.0,Mantap gan!,False,none,completed,positive
ORD-2024-001978,2024-01-11 14:55:26,Kopi,11500,1.83,14,5.0,Wow enak bgt,False,none,completed,positive
ORD-2024-001979,2024-03-26 05:53:03,Mie,18500,0.73,5,5.0,Akan order lg nih,False,none,completed,positive
ORD-2024-001980,2024-02-24 13:10:12,Mie,30000,6.03,45,3.0,Gapapa,False,low,completed,neutral
ORD-2024-001981,2024-02-23 21:44:50,Ayam,61000,2.65,14,5.0,Top bgt kualitasnya,True,none,completed,positive
ORD-2024-001982,2024-03-30 21:24:52,Mie,1046500,,49,4.0,Rekomendasi deh,False,none,completed,positive
ORD-2024-001983,17/03/2024 12:20,Kopi,16000,,28,4.0,Puas bgt,False,none,completed,positive
ORD-2024-001984,2024-02-10 14:59:09,Kopi,21500,0.50,23,5.0,Mantap gan!!!,False,none,completed,positive
ORD-2024-001985,2024-02-10 14:16:33,Ayam,65500,0.56,9,4.0,Cepat sampai,False,none,completed,positive
ORD-2024-001988,2024-03-10 19:24:13,Kopi,15000,0.50,19,5.0,Enak bgt!!,True,none,completed,positive
ORD-2024-001989,25/01/2024 18:00,Kopi,23500,3.65,23,3.0,OK,True,low,completed,neutral
ORD-2024-001990,03/01/2024 13:32,Martabak,43500,1.59,22,4.0,Nggg enak 😋,True,low,completed,positive
ORD-2024-001991,2024-03-30 20:26:26,Martabak,35000,1.10,14,4.0,Nggg enak 😋,True,none,completed,positive
ORD-2024-001992,2024-03-10 19:07:59,Ayam,67500,0.50,25,5.0,Enak bgt!!,False,none,completed,positive
ORD-2024-001993,2024-02-24 21:38:10,Martabak,32000,,32,4.0,Driver ramah,False,low,completed,positive
ORD-2024-001995,2024-01-13 03:05:41,Martabak,22500,1.03,16,4.0,Mantap gan!!!,False,none,completed,positive
ORD-2024-001996,2024-02-22 11:40:28,Martabak,25000,1.10,32,1.0,😠😠😠,False,low,completed,negative
ORD-2024-001997,2024-01-05 13:13:14,Mie,28500,0.53,8,4.0,Sesuai pesanan,True,none,completed,positive
ORD-2024-001998,11/03/2024 18:54,Ayam,65000,2.13,30,5.0,Top bgt kualitasnya,False,none,completed,positive
ORD-2024-001999,14/02/2024 14:26,Ayam,70500,0.50,6,5.0,Mantap gan!,False,none,completed,positive
ORD-2024-002000,2024-02-20 13:50:14,Ayam,78000,1.07,16,2.0,Makanannya dingin,True,high,refund,negative
ORD-2024-002001,04/02/2024 08:19,Ayam,50500,8.14,28,4.0,Buruan order!11,True,none,completed,positive
ORD-2024-002002,2024-02-23 00:57:58,Ayam,71500,1.12,10,5.0,Buruan order!11,False,high,cancelled,positive
ORD-2024-002004,2024-03-17 12:36:27,Ayam,66500,,26,5.0,Puas bgt,False,high,completed,positive
ORD-2024-002005,20/02/2024 14:53,Ayam,55000,2.47,16,5.0,Makanan hangat sampai,False,low,completed,positive
ORD-2024-002007,2024-02-10 20:14:06,Kopi,18500,0.63,9,5.0,Cepat sampai,False,none,completed,positive
ORD-2024-002008,17/01/2024 21:50,Martabak,18000,6.16,34,5.0,Makanan hangat sampai,True,none,cancelled,positive
ORD-2024-002009,2024-03-21 17:10:20,Ayam,1000,4.25,41,5.0,Top bgt kualitasnya,False,none,refund,positive
ORD-2024-002010,2024-01-12 11:40:49,Kopi,17500,3.85,19,5.0,Driver ramah,False,none,completed,positive
ORD-2024-002011,2024-01-04 21:58:05,Ayam,34000,0.50,7,5.0,Akan order lg nih,True,none,completed,positive
ORD-2024-002012,2024-01-04 04:29:40,Ayam,46000,0.50,10,4.0,Nggg enak 😋,False,none,completed,positive
ORD-2024-002014,2024-02-01 12:49:16,Ayam,54000,5.97,39,4.0,Cepat sampai,False,none,completed,positive
ORD-2024-002015,2024-02-05 12:40:01,Kopi,18500,2.63,22,5.0,Nggg enak 😋,False,none,completed,positive
ORD-2024-002016,2024-03-15 03:29:59,Kopi,18000,0.72,14,4.0,Wow enak bgt,True,none,completed,positive
ORD-2024-002018,2024-03-04 06:25:06,Mie,27500,,23,4.0,Top bgt kualitasnya,False,low,cancelled,positive
ORD-2024-002019,2024-01-03 20:40:04,Ayam,14000,3.84,29,4.0,Rekomendasi deh,False,low,completed,positive
ORD-2024-002020,2024-02-23 19:40:58,Martabak,3070000,0.57,20,1.0,Kurang sambelnya,False,low,completed,negative
ORD-2024-002021,2024-01-21 11:57:11,Mie,29500,0.50,11,4.0,Makanan hangat sampai,True,high,completed,positive
ORD-2024-002022,21/03/2024 17:07,Kopi,17500,1.57,18,4.0,Cepat sampai,False,high,completed,positive
ORD-2024-002023,2024-03-02 19:34:00,Mie,29500,2.62,28,5.0,Top bgt kualitasnya,True,none,completed,positive
ORD-2024-002024,2024-02-02 06:38:01,Ayam,49500,3.67,13,5.0,Nggg enak 😋,False,low,completed,positive
ORD-2024-002027,2024-01-17 14:12:05,Martabak,37000,0.50,8,5.0,Top bgt kualitasnya,False,none,completed,positive
ORD-2024-002028,2024-03-11 14:47:51,Mie,18000,3.44,35,4.0,Buruan order!11,False,low,completed,positive
ORD-2024-002030,2024-02-05 03:37:50,Martabak,39500,7.08,24,5.0,Buruan order!11,False,none,completed,positive
ORD-2024-002031,2024-02-09 12:46:31,Ayam,49500,6.16,33,5.0,Enak bgt!!!!,False,none,completed,positive
ORD-2024-002032,2024-02-27 19:52:20,Kopi,20000,1.08,11,4.0,Makanan hangat sampai,False,none,completed,positive
ORD-2024-002034,2024-03-21 14:10:56,Mie,27000,5.71,35,5.0,Top bgt kualitasnya,False,none,completed,positive
ORD-2024-002035,06/03/2024 14:18,Martabak,34500,3.40,16,5.0,Enak bgttt,False,low,completed,positive
ORD-2024-002036,2024-03-23 16:22:25,Ayam,55500,0.87,8,5.0,Makanan hangat sampai,False,none,cancelled,positive
ORD-2024-002037,2024-01-24 13:50:11,Ayam,49000,9.23,44,3.0,Yaudah minum teh,True,high,completed,neutral
ORD-2024-002039,2024-01-16 11:45:21,Ayam,75500,0.50,8,5.0,Makanan hangat sampai,False,none,completed,positive
ORD-2024-002040,2024-03-13 07:35:04,Ayam,59500,0.50,5,4.0,Wow enak bgt,False,none,completed,positive
ORD-2024-002041,2024-03-18 12:06:35,Mie,27500,3.13,36,4.0,Rekomendasi deh,False,none,completed,positive
ORD-2024-002042,18/03/2024 21:04,Kopi,13000,1.73,23,4.0,Rekomendasi deh,False,low,refund,positive
ORD-2024-002043,2024-02-23 13:20:52,Kopi,1797000,0.50,5,4.0,Enak bgt,False,none,completed,positive
ORD-2024-002046,2024-02-19 11:18:01,Martabak,26500,3.88,27,3.0,Yaudah minum teh,False,low,cancelled,neutral
ORD-2024-002047,14/03/2024 14:18,Ayam,32000,0.68,28,5.0,Makanan hangat sampai,False,none,completed,positive
ORD-2024-002049,2024-03-01 14:46:19,Kopi,21000,0.50,17,5.0,Top bgt kualitasnya,False,none,completed,positive
ORD-2024-002050,2024-02-14 21:49:20,Ayam,61000,1.09,18,5.0,Puas bgt,True,none,completed,positive
ORD-2024-002051,2024-01-07 20:31:54,Kopi,19000,1.53,19,3.0,Gapapa,False,none,completed,neutral
ORD-2024-002052,2024-01-16 19:06:01,Kopi,17000,5.41,40,5.0,Cepat sampai,False,none,completed,positive
ORD-2024-002053,2024-01-02 13:55:44,Ayam,60500,1.48,16,3.0,Lumayan,True,none,refund,neutral
ORD-2024-002054,29/01/2024 12:46,Mie,20500,0.50,23,4.0,Cepat sampai,True,none,completed,positive
ORD-2024-002055,2024-03-09 22:55:03,Mie,24000,,16,3.0,Biasa saja,False,low,completed,neutral
ORD-2024-002058,18/01/2024 17:08,Kopi,18000,8.49,40,5.0,Sesuai pesanan,False,none,completed,positive
ORD-2024-002059,2024-03-15 13:40:28,Martabak,29000,0.60,17,5.0,Sesuai pesanan,False,none,completed,positive
ORD-2024-002060,2024-03-07 21:30:42,Kopi,15000,0.61,24,5.0,Nggg enak 😋,False,none,refund,positive
ORD-2024-002061,2024-02-05 14:14:05,Ayam,104500,0.54,19,4.0,Puas bgt,False,none,completed,positive
ORD-2024-002062,07/02/2024 11:35,Kopi,20500,4.67,22,1.0,Buruk skli layanannya,False,high,completed,negative
ORD-2024-002063,2024-03-25 18:44:04,Mie,29000,0.50,5,5.0,Top bgt kualitasnya,False,none,completed,positive
ORD-2024-002064,2024-03-04 11:42:13,Kopi,500,0.50,21,5.0,Cepat sampai,False,none,completed,positive
ORD-2024-002065,19/02/2024 11:21,Ayam,47500,2.32,46,5.0,Enak bgt,False,none,completed,positive
ORD-2024-002066,2024-03-08 19:48:19,Martabak,29500,0.85,12,4.0,Wow enak bgt,False,none,completed,positive
ORD-2024-002067,2024-03-24 11:58:08,Ayam,49000,0.50,9,5.0,Nggg enak 😋,False,none,completed,positive
ORD-2024-002070,2024-03-14 18:29:56,Ayam,40500,2.15,34,5.0,Mantap gan!,False,none,completed,positive
ORD-2024-002071,2024-01-15 14:11:17,Martabak,27000,11.62,58,2.0,Bau gak tauu,False,high,completed,negative
ORD-2024-002072,25/03/2024 19:16,Kopi,12000,0.50,14,4.0,Makasih ya,False,none,completed,positive
ORD-2024-002073,2024-01-11 18:09:25,Ayam,5318500,1.40,10,5.0,Makanan hangat sampai,True,none,completed,positive
ORD-2024-002074,2024-03-06 14:17:23,Mie,15000,8.06,49,4.0,Top bgt kualitasnya,False,none,completed,positive
ORD-2024-002076,2024-01-23 21:38:31,Mie,36500,1.50,24,5.0,Sesuai pesanan,False,none,completed,positive
ORD-2024-002078,2024-01-07 18:17:15,Kopi,20500,0.50,26,4.0,Enak bgt,False,low,completed,positive
ORD-2024-002079,2024-01-13 14:25:25,Mie,40500,3.74,27,4.0,Buruan order!11,False,none,completed,positive
ORD-2024-002080,2024-03-29 12:10:50,Martabak,25000,10.82,81,3.0,Lumayan,False,high,completed,neutral
ORD-2024-002082,2024-03-05 19:30:47,Ayam,47000,2.07,21,5.0,Mantap gan!,False,none,completed,positive
ORD-2024-002083,2024-03-29 13:43:04,Kopi,8000,0.62,11,5.0,Puas bgt,False,high,completed,positive
ORD-2024-002084,2024-02-12 04:00:42,Mie,24000,3.01,26,5.0,Rekomendasi deh,True,none,completed,positive
ORD-2024-002086,2024-01-02 20:37:00,Kopi,19000,3.17,16,5.0,Enak bgt,False,low,completed,positive
ORD-2024-002087,2024-02-01 17:52:01,Ayam,62000,0.50,9,5.0,Nggg enak 😋,True,none,completed,positive
ORD-2024-002088,2024-02-07 16:32:10,Martabak,27000,2.39,16,3.0,Biasa saja,False,none,completed,neutral
ORD-2024-002089,2024-01-13 13:28:31,Mie,21500,2.71,43,2.0,Kurang sambelnya,False,high,completed,negative
ORD-2024-002090,2024-03-10 14:16:23,Kopi,22000,0.70,17,4.0,Buruan order!11,False,none,completed,positive
ORD-2024-002091,2024-02-15 13:57:33,Martabak,26500,0.70,8,5.0,Akan order lg nih,True,none,completed,positive
ORD-2024-002092,2024-03-17 19:43:33,Mie,28000,0.97,26,5.0,Wow enak bgt,True,none,completed,positive
ORD-2024-002093,2024-01-03 14:54:14,Ayam,54000,3.73,27,4.0,Makanan hangat sampai,True,none,completed,positive
ORD-2024-002094,2024-01-19 17:15:36,Kopi,22500,2.80,34,5.0,Cepat sampai,False,none,completed,positive
ORD-2024-002095,25/02/2024 17:12,Ayam,68000,5.61,51,3.0,Biasa saja,True,none,completed,neutral
ORD-2024-002098,14/02/2024 12:37,Martabak,34500,4.08,46,3.0,Standar lah,False,none,completed,neutral
ORD-2024-002099,2024-02-05 11:37:33,Martabak,0,1.51,11,4.0,Rekomendasi deh,True,none,completed,positive
ORD-2024-002100,2024-03-19 14:36:50,Kopi,24500,0.50,5,1.0,Narik duit banyak😡,True,high,cancelled,negative
ORD-2024-002102,2024-02-29 16:18:39,Kopi,23500,,31,5.0,Buruan order!11,True,none,completed,positive
ORD-2024-002103,2024-01-21 13:04:51,Ayam,54500,1.11,9,3.0,OK,True,none,completed,neutral
ORD-2024-002104,2024-02-28 13:52:37,Martabak,42000,1.20,25,5.0,Puas bgt,False,none,completed,positive
ORD-2024-002106,2024-01-07 13:56:18,Ayam,42500,4.93,14,4.0,Enak bgttt,True,none,completed,positive
ORD-2024-002107,2024-03-05 17:09:05,Mie,17500,0.97,16,5.0,Buruan order!!!11,False,high,refund,positive
ORD-2024-002108,19/01/2024 06:27,Mie,31500,1.20,7,5.0,Puas bgt,False,none,completed,positive
ORD-2024-002109,2024-02-07 14:59:22,Ayam,60000,1.61,15,4.0,Makasih ya,True,none,completed,positive
ORD-2024-002110,2024-03-27 20:25:57,Mie,18000,,16,5.0,Wow enak bgt,True,none,completed,positive
